Gender,Customer_Type,Age,Travel_Class,Travel_Distance,Arrival_Delay_in_Mins,Seat_Comfort,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding
0,0.0,58.0,1,1020,0.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0
0,0.0,48.0,0,1067,15.0,1.0,2.8503023724608467,1.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
0,0.0,32.0,0,993,0.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,1.0,2.0,3.0,1.0,3.0,5.0
0,0.0,80.0,0,2880,0.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0
1,0.0,42.0,0,770,6.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,0.0,55.0,1,1846,19.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0
1,0.0,41.0,1,2056,12.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,4.0,4.0,1.0
1,0.0,30.0,0,5741,18.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0
0,0.0,11.0,1,2101,0.0,3.0,2.8503023724608467,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0
0,0.0,56.0,1,493,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0,0.0,36.0,0,3230,37.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0
0,0.0,31.0,0,1724,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0
0,0.0,23.0,1,2684,13.0,3.0,2.8503023724608467,5.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0
1,0.0,72.0,0,3961,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0
1,0.0,37.0,0,349,10.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0
0,0.1821906328563891,51.0,0,1462,9.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.4550870760769934,3.0,3.0,4.0,3.0,5.0
1,0.0,35.0,0,277,16.0,0.0,0.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0
0,1.0,36.0,1,1283,0.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0
0,1.0,15.0,1,2118,0.0,0.0,0.0,2.0,5.0,0.0,5.0,5.0,3.4550870760769934,3.0,4.0,3.0,1.0,5.0
1,0.0,34.0,1,1842,90.0,5.0,2.8503023724608467,1.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,3.0,4.0,5.0
1,0.0,46.0,0,2000,0.0,4.0,3.0,4.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1,0.0,28.0,1,1999,0.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0
0,0.1821906328563891,54.0,0,1766,44.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
1,0.0,59.0,0,2857,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
1,0.0,10.0,1,1888,0.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0
1,1.0,49.0,1,2709,225.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0
1,1.0,35.0,1,2267,5.0,2.8366498032602587,1.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0
1,1.0,62.0,1,1651,0.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0
1,0.0,42.0,0,513,0.0,2.0,2.8503023724608467,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0
0,0.0,58.0,1,1232,0.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,1.0,5.0
0,0.0,25.0,1,2204,0.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,3.0,4.0,5.0
1,0.0,21.0,1,2097,0.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0
0,1.0,38.0,0,1516,0.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,1.0
0,1.0,45.0,1,2463,0.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0
1,0.0,64.0,1,2022,0.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
0,1.0,54.0,0,2550,0.0,3.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,2.0,5.0,3.0,5.0,5.0
1,0.0,62.0,1,1890,0.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0,5.0
0,0.0,12.0,1,1737,3.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0
0,0.0,62.0,1,1592,0.0,2.0,2.8503023724608467,5.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0
0,1.0,17.0,0,2373,0.0,0.0,0.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,2.0
1,0.1821906328563891,12.0,1,2180,16.0,1.0,2.8503023724608467,1.0,3.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0
0,0.0,53.0,0,955,37.0,1.0,0.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,3.0,4.0,3.0,2.0
1,0.0,55.0,0,2163,3.0,4.0,2.8503023724608467,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0
0,0.0,15.0,1,2335,0.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0
1,0.0,12.0,1,2263,0.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0
0,0.0,38.0,0,3751,0.0,1.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0
0,0.0,53.0,0,2457,7.0,1.0,0.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0
0,0.0,33.0,1,1273,19.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0
1,0.0,44.0,0,711,0.0,1.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0
1,0.0,22.0,0,5294,0.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0
1,0.1821906328563891,28.0,0,1245,0.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0
0,0.1821906328563891,31.0,1,1988,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0
1,0.1821906328563891,69.0,1,1610,0.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,3.0,5.0,5.0,4.0,5.0,1.0
1,0.0,29.0,0,4953,278.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,5.0,4.0,3.0,3.0,1.0,3.0
0,0.0,55.0,1,404,12.0,4.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,3.0
1,0.0,36.0,0,1689,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0
0,0.0,35.0,1,1703,52.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,2.0,2.0,3.0
0,0.0,31.0,1,1142,14.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0
0,0.0,63.0,1,650,0.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0
1,0.0,68.0,1,1845,0.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0
1,0.0,41.0,0,892,0.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
0,0.0,52.0,1,712,0.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0
0,1.0,42.0,1,935,34.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0
1,0.0,54.0,0,1797,0.0,3.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0
1,0.0,62.0,0,1645,0.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0
1,0.0,41.0,0,2652,57.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0
1,0.0,57.0,0,3060,0.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0
0,0.0,32.0,1,2444,0.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,4.0,5.0,2.0
0,1.0,25.0,1,2208,0.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0
0,1.0,28.0,0,2294,0.0,5.0,4.0,1.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0
0,1.0,30.0,1,1932,0.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0
1,0.0,53.0,0,400,1.0,1.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0
0,1.0,34.0,1,1896,21.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0
1,0.0,47.0,0,2521,14.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0
0,0.0,53.0,0,453,0.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
1,0.0,54.0,1,1617,15.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,1.0,3.0
0,0.0,32.0,1,2097,0.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0
0,0.1821906328563891,8.0,1,1925,8.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0
1,0.1821906328563891,24.0,0,2860,0.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0
0,0.0,72.0,0,540,0.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
0,0.0,41.0,0,462,0.0,1.0,2.8503023724608467,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
1,0.0,12.0,1,2395,0.0,4.0,2.8503023724608467,5.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,1.0
0,0.0,53.0,1,361,7.0,1.0,0.0,4.0,1.0,3.0,3.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0
0,1.0,26.0,1,2265,0.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.4550870760769934,5.0,2.0,1.0,3.0,2.0
1,0.0,31.0,1,1937,20.0,3.0,2.8503023724608467,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0
0,0.0,41.0,0,3702,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,3.4550870760769934,4.0,4.0,5.0,4.0,3.0
1,0.0,44.0,0,1616,0.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,3.4550870760769934,4.0,5.0,3.0,4.0,4.0
1,0.0,39.0,0,839,0.0,5.0,2.8503023724608467,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
0,0.0,53.0,1,1746,34.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0
1,0.0,23.0,1,1427,0.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
1,0.0,62.0,1,2111,0.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,1.0
0,0.1821906328563891,37.0,1,2235,0.0,5.0,5.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0
1,0.0,23.0,1,1452,33.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,1.0
1,0.0,14.0,1,1697,19.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0
1,0.0,21.0,1,1613,0.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0
0,0.0,11.0,1,1862,0.0,0.0,0.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0
1,0.0,65.0,0,3836,191.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.4550870760769934,2.0,3.0,3.0,4.0,3.0
1,0.0,53.0,0,3852,26.0,0.0,0.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
0,0.0,54.0,0,312,0.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
0,0.0,38.0,1,2199,0.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0
1,0.0,56.0,1,2815,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0
1,0.0,47.0,0,2431,0.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0
0,1.0,24.0,0,1984,0.0,5.0,2.8503023724608467,2.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0
0,0.0,45.0,1,251,0.0,5.0,2.8503023724608467,5.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0
0,0.0,31.0,1,2022,0.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0
1,0.1821906328563891,37.0,1,1848,0.0,3.0,2.8503023724608467,4.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0
1,0.1821906328563891,50.0,1,900,0.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0
1,0.0,35.0,1,2190,0.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0
0,0.0,58.0,0,3679,1.0,0.0,0.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
0,0.0,30.0,1,3725,10.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0
0,0.0,29.0,1,3052,0.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0
1,0.0,30.0,0,1938,0.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,1.0,1.0,5.0
0,0.0,28.0,1,2074,13.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0
1,0.0,54.0,0,3801,60.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,0.0,34.0,1,1825,0.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0
0,1.0,25.0,1,2208,57.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0
0,1.0,29.0,1,1857,0.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0
1,0.0,48.0,1,1429,0.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0
1,0.0,17.0,1,2455,0.0,4.0,2.8503023724608467,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0
1,0.0,42.0,0,343,5.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0,0.0,13.0,1,2073,0.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
0,0.0,41.0,0,2103,32.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0,0.0,59.0,1,986,0.0,5.0,2.8503023724608467,3.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0
1,0.0,45.0,0,2156,0.0,1.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0
0,0.0,24.0,0,3059,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.4550870760769934,3.0,5.0,4.0,5.0,3.0
0,0.0,60.0,1,909,69.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
1,0.0,26.0,1,2154,15.308802390146283,5.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,2.0,5.0
1,0.0,37.0,1,2168,13.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0
1,0.0,47.0,0,3160,0.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1,0.0,42.0,0,1407,0.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0
0,1.0,24.0,0,1729,0.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,5.0
0,0.0,43.0,1,684,1.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,4.0
0,1.0,22.0,0,1573,30.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0
0,0.0,56.0,1,552,0.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.4550870760769934,3.0,4.0,5.0,1.0,4.0
1,0.0,62.0,1,1415,62.0,2.0,1.0,3.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0
0,0.0,59.0,0,600,0.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
0,0.0,55.0,1,65,0.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
1,1.0,25.0,1,2429,9.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0
0,0.1821906328563891,23.0,1,1996,3.0,5.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0
1,0.0,43.0,0,1913,0.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
1,0.0,40.0,0,1879,61.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
1,0.0,52.0,0,91,0.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0
0,0.1821906328563891,35.0,1,2186,0.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.4550870760769934,4.0,2.0,5.0,5.0,4.0
1,0.1821906328563891,11.0,1,2762,21.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0
0,0.0,57.0,0,728,0.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0
0,0.0,26.0,0,4638,18.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0
0,0.0,65.0,1,519,34.0,5.0,2.8503023724608467,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0
0,0.0,74.0,0,415,15.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
0,0.0,45.0,1,374,46.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0
0,0.0,43.0,0,2192,4.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0
1,0.0,44.0,1,2498,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0
0,0.1821906328563891,57.0,1,650,18.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0
1,0.0,50.0,1,2081,0.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0
1,0.0,56.0,1,1649,93.0,1.0,2.8503023724608467,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0
0,0.0,42.0,0,6325,0.0,4.0,2.8503023724608467,4.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0
0,0.0,44.0,0,205,7.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,3.4550870760769934,5.0,3.0,4.0,5.0,4.0
1,0.0,50.0,1,2214,0.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,5.0,5.0,4.0
1,1.0,27.0,0,2318,0.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,5.0,1.0
1,0.0,36.0,0,622,0.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0
0,0.1821906328563891,34.0,1,2128,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0
1,0.0,48.0,1,3951,11.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0
1,0.0,64.0,0,2007,36.0,2.0,2.8503023724608467,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0
1,0.0,51.0,0,1216,0.0,4.0,2.8503023724608467,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
1,0.0,51.0,1,1842,0.0,4.0,5.0,2.0,2.0,5.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0
0,1.0,27.0,1,2152,0.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,5.0
0,0.0,25.0,1,2340,14.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0
1,0.0,60.0,1,1522,0.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.4550870760769934,1.0,1.0,5.0,2.0,3.0
0,0.0,50.0,1,53,0.0,4.0,2.8503023724608467,1.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
1,0.0,17.0,1,1136,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0
0,1.0,27.0,0,2148,0.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0
1,0.0,43.0,0,1065,0.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
1,0.0,49.0,0,1906,0.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0
0,0.0,63.0,1,1069,28.0,0.0,0.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0,0.0,40.0,1,4475,135.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,2.0
1,0.0,34.0,1,1843,0.0,3.0,2.8503023724608467,2.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
1,0.0,40.0,0,2739,0.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
1,0.0,28.0,0,4246,0.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,1.0,2.0,4.0
0,0.0,59.0,1,985,0.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
0,0.0,48.0,0,3653,0.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0
0,0.0,22.0,0,4723,0.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,5.0,4.0
0,0.0,44.0,0,999,0.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
0,0.0,34.0,1,1259,1.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,4.0,2.0,4.0,5.0
1,1.0,29.0,1,2775,0.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0
0,0.0,34.0,0,449,55.0,5.0,2.8503023724608467,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
0,0.0,33.0,1,2039,0.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0
1,0.0,44.0,1,2527,14.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0
0,0.0,55.0,1,333,0.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
1,0.0,63.0,0,2991,3.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0
1,0.0,54.0,0,722,0.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
0,0.1821906328563891,57.0,0,3794,35.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
1,0.0,8.0,1,1797,25.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0
